Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla,Lifespan,event,notable
U-1,1935,IIA,Klaus Ewerth,0,0,0,0,0,0,0,0,0,0,Sunk,1940-04-06,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-1_(1935),1935-06-29,2,NA,"{'U-boat School Flotilla': ['1 July 1935 ', ' 1 February 1940']}",1743,1,1
U-2,1935,IIA,"Hans Heidtmann,Heinrich Liebe,Helmut Rosenbaum,Herbert Schultze",0,0,0,0,0,0,0,0,0,0,Sunk,1944-04-08,Training boat,https://en.wikipedia.org/wiki/German_submarine_U-2_(1935),1935-07-25,2,NA,"{'U-boat School Flotilla': ['1 July 1935 ', ' 1 August 1939'], '21st U-boat Flotilla': ['1 July 1940 ', ' 8 April 1944']}",3180,1,1
U-3,1935,IIA,"Joachim Schepke,Otto von Bülow,Hans-Hartwig Trojer",0,0,0,0,2,2348,0,0,0,0,Stricken,1944-08-01,NA,https://en.wikipedia.org/wiki/German_submarine_U-3_(1935),1935-09-06,5,NA,"{'U-boat School Flotilla': ['1 August 1935 ', ' 1 February 1940'], '21st U-boat Flotilla': ['1 July 1940 ', ' 1 August 1944']}",3252,0,1
U-4,1935,IIA,Heinz-Otto Schultze,1,1090,0,0,3,5133,0,0,0,0,Stricken,1944-08-01,NA,https://en.wikipedia.org/wiki/German_submarine_U-4_(1935),1935-08-17,4,NA,"{'U-boat School Flotilla': ['1 August 1935 ', ' 1 February 1940'], '21st U-boat Flotilla': ['1 July 1940 ', ' 31 July 1944']}",3272,0,1
U-5,1935,IIA,Heinrich Lehmann-Willenbrock,0,0,0,0,0,0,0,0,0,0,Sunk,1943-03-19,Accident,https://en.wikipedia.org/wiki/German_submarine_U-5_(1935),1935-08-31,2,NA,"{'U-boat School Flotilla': ['1 September 1935 ', ' 1 September 1939'], '21st U-boat Flotilla': ['1 July 1940 ', ' 19 March 1943']}",2757,1,1
U-6,1935,IIA,Adalbert Schnee,0,0,0,0,0,0,0,0,0,0,Stricken,1944-08-07,Training boat mostly,https://en.wikipedia.org/wiki/German_submarine_U-6_(1935),1935-09-07,2,NA,"{'U-boat School Flotilla': ['1 September 1935 ', ' 1 September 1939'], '21st U-boat Flotilla': ['1 July 1940 - 7 August 1944']}",3257,0,1
U-7,1935,IIB,"Karl Schrott,Siegfried Koitschka",0,0,0,0,1,2694,0,0,1,1830,Sunk,1944-02-18,Accident,https://en.wikipedia.org/wiki/German_submarine_U-7_(1935),1935-07-18,6,NA,"{'U-boat School Flotilla': ['1 September 1935 ', ' 1 February 1940'], '21st U-boat Flotilla': ['1 July 1940 ', ' 18 February 1944']}",3137,1,1
U-8,1935,IIB,"Otto Schuhart,Heinrich Lehmann-Willenbrock,Eitel-Friedrich Kentrat",0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-8_(1935),1935-08-05,1,NA,"{'U-boat School Flotilla': ['1 September 1935 ', ' 1 August 1939'], '1st U-boat Flotilla': ['13 April ', ' 30 June 1940'], '24th U-boat Flotilla': ['1 July ', ' 17 December 1940'], '22nd U-boat Flotilla': ['18 December 1940 ', ' 31 March 1945']}",3561,1,1
U-9,1935,IIB,Wolfgang Lüth,1,552,1,412,7,16669,0,0,0,0,Sunk,1944-08-20,Soviet aircraft. Later raised & entered as Soviet Navy TS-16,https://en.wikipedia.org/wiki/German_submarine_U-9_(1935),1935-08-21,19,NA,"{'1st U-boat Flotilla': ['1 September 1935 ', ' 1 August 1939'], '24th U-boat Flotilla': ['1 July ', ' 31 October 1940'], '21st U-boat Flotilla': ['1 November 1940 ', ' 18 April 1942'], '30th U-boat Flotilla': ['28 October 1942 ', ' 20 August 1944']}",3287,1,1
U-10,1935,IIB,"Herbert Sohler,Georg-Wilhelm Schulz,Rolf Mützelburg,Hans-Rudolf Rösing",0,0,0,0,2,6356,0,0,0,0,Stricken,1944-08-01,NA,https://en.wikipedia.org/wiki/German_submarine_U-10_(1935),1935-09-09,5,NA,"{'U-boat School Flotilla': ['15 April 1939 ', ' 30 June 1940'], '1st U-boat Flotilla': ['27 September 1935 ', ' 3 October 1937'], '3rd U-boat Flotilla': ['4 October 1937 ', ' 14 April 1939'], '21st U-boat Flotilla': ['1 July 1940 ', ' 1 August 1944']}",3249,0,1
U-11,1935,IIB,"Hans-Rudolf Rösing,Viktor Schütze",0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-11_(1935),1935-09-21,0,NA,"{'U-boat School Flotilla': ['1 September 1935 ', ' 1 August 1939'], '1st U-boat Flotilla': ['1 July ', ' 30 November 1940'], '21st U-boat Flotilla': ['1 December 1940 ', ' 1 May 1941'], '5th U-boat Flotilla': ['1 October 1941 ', ' 28 February 1943'], '22nd U-boat Flotilla': ['1 March 1943 ', ' 14 December 1944']}",3512,1,1
U-12,1935,IIB,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1939-10-08,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-12_(1935),1935-09-30,2,NA,"{'3rd U-boat Flotilla': ['1 September 1935 ', ' 1 August 1939']}",1469,1,0
U-13,1935,IIB,"Hans-Gerrit von Stockhausen,Wolfgang Lüth",0,0,0,0,9,28056,3,26218,0,0,Sunk,1940-05-31,HMS Weston,https://en.wikipedia.org/wiki/German_submarine_U-13_(1935),1935-11-30,9,NA,"{'1st U-boat Flotilla': ['1 November 1935 ', ' 1 August 1939']}",1644,1,1
U-14,1935,IIB,"Victor Oehrn,Herbert Wohlfarth,Gerhard Bigalk,Hans Heidtmann",0,0,0,0,9,12344,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-14_(1935),1936-01-18,6,NA,"{'3rd U-boat Flotilla': ['1 January 1936 ', ' 1 August 1939'], 'U-boat Training Flotilla': ['1 November 1939 ', ' 1 April 1940'], '1st U-boat Training Flotilla': ['1 May ', ' 30 June 1940'], '24th U-boat Flotilla': ['1 July ', ' 31 December 1940'], '22nd U-boat Flotilla': ['1 January 1941 ', ' 3 March 1945']}",3395,1,1
U-15,1936,IIB,NA,0,0,0,0,3,4532,0,0,0,0,Sunk,1940-01-30,Rammed by accident,https://en.wikipedia.org/wiki/German_submarine_U-15_(1936),1936-03-07,5,NA,"{'1st U-boat Flotilla': ['1 March 1936 ', ' 1 August 1939']}",1424,1,0
U-16,1936,IIB,NA,1,57,0,0,1,3378,0,0,0,0,Sunk,1939-10-25,Run aground,https://en.wikipedia.org/wiki/German_submarine_U-16_(1936),1936-05-16,3,NA,"{'3rd U-boat Flotilla': ['1 May 1936', ' 1 August 1939']}",1257,1,0
U-17,1935,IIB,NA,0,0,0,0,3,1825,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-17_(1935),1935-12-03,4,NA,"{'1st U-boat Flotilla': ['1 December 1935 ', ' 1 August 1939'], 'U-boat Training Flotilla': ['1 November 1939 ', ' 30 April 1940'], '22nd U-boat Flotilla': ['1 March 1943 ', ' 6 February 1945']}",3441,1,0
U-18,1935,IIB,"Ernst Mengersen,Karl Fleige",1,400,1,56,2,1500,1,7745,0,0,Scuttled,1944-08-25,Damaged by Soviet air raid,https://en.wikipedia.org/wiki/German_submarine_U-18_(1935),1936-01-04,14,NA,"{'1st U-boat Flotilla': ['4 January ', ' 20 November 1936'], '3rd U-boat Flotilla': ['30 September 1937 ', ' 1 August 1939'], 'U-boat Training Flotilla': ['1 November 1939 ', ' 1 March 1940'], '1st U-boat Training Flotilla': ['1 April 1939 ', ' 1 June 1940'], '24th U-boat Flotilla': ['1 July ', ' 17 December 1940'], '22nd U-boat Flotilla': ['18 December 1940 ', ' 18 August 1942'], '30th U-boat Flotilla': ['6 May 1943 ', ' 25 August 1944']}",3156,1,1
U-19,1935,IIB,"Viktor Schütze,Joachim Schepke",1,441,0,0,14,35430,0,0,0,0,Scuttled,1944-09-11,NA,https://en.wikipedia.org/wiki/German_submarine_U-19_(1935),1936-01-16,20,NA,"{'1st U-boat Flotilla': ['1 January 1936', ' 1 August 1939'], '1st U-boat Training Flotilla': ['1 May ', ' 30 June 1940'], '24th U-boat Flotilla': ['1 July ', ' 18 December 1940'], '22nd U-boat Flotilla': ['19 December 1940 ', ' 18 April 1942'], '30th U-boat Flotilla': ['28 December 1942 ', ' 11 September 1944']}",3161,1,1
U-20,1936,IIB,Karl-Heinz Moehle,1,9,0,0,12,30058,1,1846,2,8446,Scuttled,1944-09-10,NA,https://en.wikipedia.org/wiki/German_submarine_U-20_(1936),1936-02-01,16,NA,"{'3rd U-boat Flotilla': ['1 February ', ' 1 August 1939'], '1st U-boat Flotilla': ['1 January ', ' 30 April 1940'], '1st U-boat Training Flotilla': ['1 May ', ' 30 June 1940'], '21st U-boat Flotilla': ['1 July 1940 ', ' 26 August 1942'], '30th U-boat Flotilla': ['27 May 1943 ', ' 10 September 1944']}",3144,1,1
U-21,1936,IIB,"Fritz Frauenheim,Hans-Heinrich Döhler",1,605,1,11500,5,10706,0,0,0,0,Scrapped,1945-02-01,Training boat,https://en.wikipedia.org/wiki/German_submarine_U-21_(1936),1936-08-03,7,NA,"{'1st U-boat Flotilla': ['1 August 1936 ', ' 1 August 1939'], '21st U-boat Flotilla': ['1 July 1940 ', ' 5 August 1944']}",3104,0,1
U-22,1936,IIB,Werner Winter,3,5108,0,0,6,7344,0,0,0,0,Missing,1940-03-27,NA,https://en.wikipedia.org/wiki/German_submarine_U-22_(1936),1936-08-20,7,NA,"{'3rd U-boat Flotilla': ['1 August 1936 ', ' 1 August 1939'], '1st U-boat Flotilla': ['1 January ', ' 27 March 1940']}",1315,1,1
U-23,1936,IIB,Otto Kretschmer,2,1410,2,1061,7,11179,0,0,3,18199,Scuttled,1944-09-10,Prevent Soviet capture,https://en.wikipedia.org/wiki/German_submarine_U-23_(1936),1936-09-24,16,NA,"{'1st U-boat Flotilla': ['1 September 1936 ', ' 1 August 1939'], '21st U-boat Flotilla': ['1 July 1940 ', ' 26 Aug 1942'], '30th U-boat Flotilla': ['3 June 1943 ', ' 10 September 1944']}",2908,1,1
U-24,1936,IIB,NA,5,573,0,0,1,961,1,7661,1,7886,Scuttled,1944-08-25,NA,https://en.wikipedia.org/wiki/German_submarine_U-24_(1936),1936-10-10,19,NA,"{'3rd U-boat Flotilla': ['1 October 1936', ' 1 August 1939'], '1st U-boat Flotilla': ['18 October 1939 ', ' 30 April 1940'], '1st U-boat Training Flotilla': ['1 May ', ' 30 June 1940'], '21st U-boat Flotilla': ['1 July 1940 ', ' 18 April 1942'], '30th U-boat Flotilla': ['14 October 1942 ', ' 25 August 1944']}",2876,1,0
U-25,1936,IA,"Eberhard Godt,Viktor Schütze,Otto Schuhart",1,17046,0,0,7,33209,1,7638,0,0,Sunk,1940-08-02,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-25_(1936),1936-04-06,5,"{'Prien': ['12', '17 June 1940']}","{'2nd U-boat Flotilla': ['1 April 1936 ', ' 2 August 1940']}",1579,1,1
U-26,1936,IA,"Klaus Ewerth,Werner Hartmann",0,0,0,0,11,48645,1,4871,0,0,Scuttled,1940-07-01,Badly damaged by depth charges,https://en.wikipedia.org/wiki/German_submarine_U-26_(1936),1936-05-06,6,NA,"{'2nd U-boat Flotilla': ['1 May 1936 ', ' 1 August 1939']}",1517,1,1
U-27,1936,VIIA,Hans-Georg von Friedeburg,0,0,0,0,2,624,0,0,0,0,Sunk,1939-09-20,HMS Fortune and HMS Faulknor,https://en.wikipedia.org/wiki/German_submarine_U-27_(1936),1936-08-12,1,NA,"{'2nd U-boat Flotilla': ['12 August 1936 ', ' 20 September 1939']}",1134,1,1
U-28,1936,VIIA,"Fritz-Julius Lemp,Günter Kuhnke,Friedrich Guggenberger,Karl-Heinz Marbach",1,4443,0,0,11,42252,2,10067,1,9577,Scuttled,1944-03-17,Damaged in collision accident,https://en.wikipedia.org/wiki/German_submarine_U-28_(1936),1936-09-12,6,NA,"{'2nd U-boat Flotilla': ['12 September 1936 ', ' 9 November 1940'], '24th U-boat Flotilla': ['10 November 1940 ', ' 30 November 1943'], '22nd U-boat Flotilla': ['1 December 1943 ', ' 17 March 1944']}",2743,1,1
U-29,1936,VIIA,"Otto Schuhart,Georg Lassen,Karl-Heinz Marbach",1,22500,0,0,12,67277,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-29_(1936),1936-11-16,7,"{'Rösing': ['12', '15 June 1940']}","{'2nd U-boat Flotilla': ['16 November 1936 ', ' 1 January 1941'], '24th U-boat Flotilla': ['2 January 1941 ', ' 30 June 1942'], '23rd U-boat Flotilla': ['1 September ', ' 30 November 1943'], '21st U-boat Flotilla': ['1 December 1943 ', ' 17 April 1944']}",3092,1,1
U-30,1936,VIIA,Fritz-Julius Lemp,1,325,1,31100,16,86165,1,5642,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-30_(1936),1936-10-08,8,"{'Prien': ['15', '17 June 1940']}","{'2nd U-boat Flotilla': ['8 October 1936 ', ' 30 November 1940'], '24th U-boat Flotilla': ['1 December 1940 ', ' 30 November 1943'], '22nd U-boat Flotilla': ['1 December 1943 ', ' 12 January 1945']}",3131,1,1
U-31,1936,VIIA,NA,2,160,1,33950,11,27751,0,0,0,0,Sunk,1940-11-02,HMS Antelope,https://en.wikipedia.org/wiki/German_submarine_U-31_(1936),1936-12-28,7,NA,"{'2nd U-boat Flotilla': ['28 December 1936 ', ' 12 March 1940']}",1405,1,0
U-32,1937,VIIA,"Werner Lott,Hans Jenisch",0,0,1,8000,20,116836,4,32274,0,0,Sunk,1940-10-30,HMS Harvester & HMS Highlander,https://en.wikipedia.org/wiki/German_submarine_U-32_(1937),1937-04-15,9,"{'Prien': ['12', '17 June 1940']}","{'2nd U-boat Flotilla': ['15 April 1937 ', ' 30 October 1940']}",1294,1,1
U-33,1936,VIIA,NA,0,0,0,0,10,19261,0,0,1,3670,Sunk,1940-02-12,HMS Gleaner,https://en.wikipedia.org/wiki/German_submarine_U-33_(1936),1936-07-25,3,NA,"{'2nd U-boat Flotilla': ['25 July 1936 ', ' 12 February 1940']}",1297,1,0
U-34,1936,VIIA,"Wilhelm Rollmann,Horst-Arno Fenski",4,3290,0,0,19,91989,0,0,0,0,Sunk,1943-08-05,In collision,https://en.wikipedia.org/wiki/German_submarine_U-34_(1936),1936-09-12,7,NA,"{'2nd U-boat Flotilla': ['12 September 1936 ', ' 30 September 1940'], '21st U-boat Flotilla': ['1 October ', ' 1 November 1940'], '24th U-boat Flotilla': ['2 November 1940 ', ' 5 August 1943']}",2518,1,1
U-35,1936,VIIA,"Klaus Ewerth,Hans Rudolf Rösing,Otto Kretschmer,Werner Lott",0,0,0,0,4,7850,1,6014,0,0,Scuttled,1939-11-29,"HMS Kingston, HMS Icarus and HMS Kashmir",https://en.wikipedia.org/wiki/German_submarine_U-35_(1936),1936-11-03,3,NA,"{'2nd U-boat Flotilla': ['3 November 1936 ', ' 29 November 1939']}",1121,1,1
U-36,1936,VIIA,Klaus Ewerth,0,0,0,0,3,4181,0,0,0,0,Sunk,1939-12-04,HMS Salmon,https://en.wikipedia.org/wiki/German_submarine_U-36_(1936),1936-12-16,3,NA,"{'U-boat School Flotilla': ['16 December 1936 ', ' 1 August 1939'], '2nd U-boat Flotilla': ['1 September ', ' 4 December 1939']}",1083,1,1
U-37,1938,IXA,"Werner Hartmann,Victor Oehrn,Asmus Nicolai Clausen,Ulrich Folkers,Albert Lauzemis",2,2404,0,0,53,200063,1,9494,0,0,Scuttled,1945-05-08,NA,https://en.wikipedia.org/wiki/German_submarine_U-37_(1938),1938-08-04,11,NA,"{'6th U-boat Flotilla': ['1 April 1938 ', ' 31 December 1939'], '2nd U-boat Flotilla': ['1 January 1940 ', ' 30 April 1941'], '26th U-boat Flotilla': ['1 May 1941 ', ' 31 March 1942'], '22nd U-boat Flotilla': ['1 April 1942 ', ' 30 June 1944'], '4th U-boat Flotilla': ['1 July 1944 ', ' 5 May 1945']}",2469,1,1
U-38,1938,IXA,Heinrich Liebe,0,0,0,0,35,188967,1,3670,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-38_(1938),1938-10-24,11,"{'Prien': ['12', '17 June 1940'], 'Grönland': ['10', '27 August 1941'], 'Markgraf': ['27 August', '3 September 1941'], 'Schlagetot': ['20 October', '1 November 1941'], 'Raubritter': ['1', '11 November 1941']}","{'6th U-boat Flotilla[1]': ['24 October 1938 ', ' 31 December 1939'], '2nd U-boat Flotilla': ['1 January 1940 ', ' 30 November 1941'], '24th U-boat Flotilla': ['1 December 1941 ', ' 31 March 1942'], '21st U-boat Flotilla': ['1 April 1942 ', ' 30 November 1943'], '4th U-boat Flotilla': ['1 December 1943 ', ' 28 February 1945'], '5th U-boat Flotilla': ['1 March ', ' 5 May 1945']}",2385,1,1
U-39,1938,IXA,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1939-09-14,"HMS Faulknor, HMS Foxhound and HMS Firedrake",https://en.wikipedia.org/wiki/German_submarine_U-39_(1938),1938-12-10,1,NA,"{'6th U-boat Flotilla': ['10 December 1938 ', ' 14 September 1939']}",278,1,0
U-40,1938,IXA,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1939-10-13,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-40_(1938),1939-02-11,2,NA,"{'6th U-boat Flotilla': ['11 February ', ' 13 October 1939']}",244,1,0
U-41,1939,IXA,NA,0,0,0,0,5,22815,1,8096,0,0,Sunk,1940-02-05,HMS Antelope,https://en.wikipedia.org/wiki/German_submarine_U-41_(1939),1939-04-22,3,NA,"{'6th U-boat Flotilla': ['22 April ', ' 31 December 1939'], '2nd U-boat Flotilla': ['1 January ', ' 5 February 1940']}",289,1,0
U-42,1939,IXA,NA,0,0,0,0,1,4803,0,0,0,0,Sunk,1939-10-13,HMS Imogen and HMS Ilex,https://en.wikipedia.org/wiki/German_submarine_U-42_(1939),1939-07-15,1,NA,"{'6th U-boat Flotilla': ['15 July ', ' 13 October 1939']}",90,1,0
U-43,1939,IXA,Wolfgang Lüth,0,0,0,0,21,117036,1,10350,1,9131,Sunk,1943-07-30,US Grumman Avenger aircraft,https://en.wikipedia.org/wiki/German_submarine_U-43_(1939),1939-08-26,14,"{'Rösing': ['12', '15 June 1940'], 'West': ['17 May', '16 June 1941'], 'Kurfürst': ['16', '20 June 1941'], 'Grönland': ['10', '27 August 1941'], 'Markgraf': ['27 August', '12 September 1941'], 'Steuben': ['14 November', '2 December 1941'], 'Wolf': ['13', '30 July 1942'], 'Pirat': ['31 July', '3 August 1942'], 'Rochen': ['27 January', '28 February 1943'], 'Tümmler': ['1', '19 March 1943']}","{'6th U-boat Flotilla': ['26 August ', ' 31 December 1939'], '2nd U-boat Flotilla': ['1 January 1940 ', ' 30 July 1943']}",1434,1,1
U-44,1939,IXA,NA,0,0,0,0,8,30885,0,0,0,0,Sunk,1940-03-13,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-44_(1939),1939-11-04,2,NA,"{'6th U-boat Flotilla': ['4 November ', ' 31 December 1939'], '2nd U-boat Flotilla': ['1 January ', ' 13 March 1940']}",130,1,0
U-45,1938,VIIB,NA,0,0,0,0,2,19313,0,0,0,0,Sunk,1939-10-14,"HMS Inglefield, HMS Ivanhoe and HMS Intrepid",https://en.wikipedia.org/wiki/German_submarine_U-45_(1938),1938-06-25,2,NA,"{'7th U-boat Flotilla': ['25 June 1938 ', ' 14 October 1939']}",476,1,0
U-46,1938,VIIB,Engelbert Endrass,2,35284,0,0,20,85792,4,25491,1,2080,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-46_(1938),1938-11-02,13,"{'Rösing': ['12', '15 June 1940'], 'West': ['19 May', '6 June 1941']}","{'7th U-boat Flotilla': ['2 November 1938 ', ' 1 September 1941'], '26th U-boat Flotilla': ['2 September 1941 ', ' 31 March 1942'], '24th U-boat Flotilla': ['1 April ', ' 1 July 1942']}",2376,1,1
U-47,1938,VIIB,Günther Prien,1,29150,1,10035,30,162769,8,62751,0,0,Sunk,1941-03-07,HMS Wolverine,https://en.wikipedia.org/wiki/German_submarine_U-47_(1938),1938-12-17,10,"{'KM': ['KM'], 'GPX': ['secondary coordinates']}","{'7th U-boat Flotilla': ['17 December 1938 ', ' 7 March 1941[1]']}",811,1,1
U-48,1939,VIIB,"Herbert Schultze,Hans-Rudolf Rösing,Heinrich Bleichrodt",1,1060,0,0,50,299477,4,27877,0,0,Scuttled,1945-05-03,The most successful U-boat,https://en.wikipedia.org/wiki/German_submarine_U-48_(1939),1939-04-22,12,"{'Rösing': ['12', '15 June 1940'], 'West': ['2', '8 June 1941']}","{'7th U-boat Flotilla': ['22 April 1939 ', ' 30 June 1941'], '26th U-boat Flotilla': ['1 July 1941 ', ' 31 March 1942'], '21st U-boat Flotilla': ['1 April 1942 -31 October 1943']}",2203,1,1
U-49,1939,VIIB,NA,0,0,0,0,1,4258,0,0,0,0,Sunk,1940-04-15,HMS Fearless and HMS Brazen,https://en.wikipedia.org/wiki/German_submarine_U-49_(1939),1939-08-12,4,NA,"{'7th U-boat Flotilla': ['12 August 1939 ', ' 15 April 1940']}",247,1,0
U-50,1939,VIIB,NA,0,0,0,0,4,16089,0,0,0,0,Sunk,1940-04-06,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-50_(1939),1939-12-12,2,NA,"{'7th U-boat Flotilla': ['12 December 1939 ', ' 6 April 1940']}",116,1,0
U-51,1938,VIIB,NA,1,4724,0,0,5,26296,0,0,0,0,Sunk,1940-08-20,HMS Cachalot,https://en.wikipedia.org/wiki/German_submarine_U-51_(1938),1938-08-06,4,"{'Prien': ['12', '17 June 1940']}","{'7th U-boat Flotilla': ['6 August 1938 ', ' 20 August 1940']}",745,1,0
U-52,1939,VIIB,Helmut Möhlmann,0,0,0,0,13,56333,0,0,0,0,Sunk,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-52_(1938),1939-02-04,8,NA,"{'7th U-boat Flotilla': ['4 February 1939 ', ' 31 May 1941'], '26th U-boat Flotilla': ['1 June ', ' 31 March 1942'], '24th U-boat Flotilla': ['1 April 1942 ', ' 30 September 1943'], '23rd U-boat Flotilla': ['1 ', ' 22 October 1943']}",2280,1,1
U-53,1939,VIIB,Heinrich Schonder,0,0,0,0,7,27316,1,8022,0,0,Sunk,NA,HMS Gurkha,https://en.wikipedia.org/wiki/German_submarine_U-53_(1939),1939-06-24,3,NA,"{'7th U-boat Flotilla': ['24 June 1939 ', ' 23 / 24 February 1940']}",NA,1,1
U-54,1939,VIIB,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1940-02-13,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-54_(1939),1939-09-23,1,NA,"{'7th U-boat Flotilla': ['23 September ', ' 13 February 1940']}",143,1,0
U-55,1939,VIIB,NA,0,0,0,0,6,15853,0,0,0,0,Sunk,1940-01-30,"HMS Whitshed, HMS Fowey, French destroyers Valmy, Guépard and RAF Sunderland",https://en.wikipedia.org/wiki/German_submarine_U-55_(1939),1939-11-21,1,NA,"{'7th U-boat Flotilla': ['21 November 1939 ', ' 30 January 1940']}",70,1,0
U-56,1938,IIC,"Wilhelm Zahn,Walter Käding",1,16923,0,0,3,8860,1,3829,0,0,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-56_(1938),1938-11-26,12,NA,"{'5th U-boat Flotilla': ['26 November 1938 ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 31 October 1940'], '24th U-boat Flotilla': ['1 November ', ' 18 December 1940'], '22nd U-boat Flotilla': ['19 December 1940 ', ' 30 June 1944'], '19th U-boat Flotilla[1]': ['1 July 1944 ', ' 3 April 1945']}",2350,1,1
U-57,1938,IIC,"Erich Topp,Claus Korth",1,8240,0,0,11,48053,2,10403,1,10191,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-57_(1938),1938-12-29,11,NA,"{'5th U-boat Flotilla': ['29 December 1938 ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 3 September 1940'], '22nd U-boat Flotilla': ['11 January 1941 ', ' 30 June 1944'], '19th U-boat Flotilla[1]': ['1 July 1944 ', ' April 1945']}",2317,1,1
U-58,1938,IIC,"Herbert Kuppisch,Heinrich Schonder,Dietrich Schöneboom,Horst Hamm",1,8401,0,0,6,16148,0,0,0,0,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-58_(1938),1939-02-04,12,NA,"{'5th U-boat Flotilla': ['4 February ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 31 December 1940'], '22nd U-boat Flotilla': ['1 January 1941', ' 30 June 1944'], '19th U-boat Flotilla[1]': ['1 July 1944 ', ' April 1945']}",2280,1,1
U-59,1938,IIC,Siegfried von Forstner,2,864,0,0,17,34130,1,8009,1,4943,Scuttled,1945-05-03,NA,https://en.wikipedia.org/wiki/German_submarine_U-59_(1938),1939-03-04,13,NA,"{'5th U-boat Flotilla': ['4 March ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 31 December 1940'], '22nd U-boat Flotilla': ['1 January 1941 ', ' 30 June 1944'], '19th U-boat Flotilla': ['1 July 1944 ', ' April 1945']}",2252,1,1
U-60,1939,IIC,"Adalbert Schnee,Georg Schewe",0,0,0,0,3,7561,1,15434,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-60_(1939),1939-07-22,9,NA,"{'5th U-boat Flotilla': ['22 July ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 18 November 1940'], '21st U-boat Flotilla[1]': ['19 November 1940 ', ' 28 February 1945']}",2114,1,1
U-61,1939,IIC,Jürgen Oesten,0,0,0,0,5,19668,1,4434,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-61_(1939),1939-08-12,10,NA,"{'5th U-boat Flotilla': ['12 August ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 14 November 1940'], '21st U-boat Flotilla': ['15 November 1940 ', ' 27 March 1945']}",2093,1,1
U-62,1939,IIC,Waldemar Mehl,1,1350,0,0,1,4581,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-62_(1939),1939-12-21,5,NA,"{'5th U-boat Flotilla': ['21 ', ' 31 December 1939'], '1st U-boat Flotilla': ['1 January ', ' 30 September 1940'], '21st U-boat Flotilla[1]': ['1 October 1940 ', ' 20 March 1945']}",1962,1,1
U-63,1939,IIC,NA,0,0,0,0,1,3840,0,0,0,0,Sunk,1940-02-25,"HMS Imogen, HMS Escort, HMS Inglefield and HMS Narwhal",https://en.wikipedia.org/wiki/German_submarine_U-63_(1939),1940-01-18,1,NA,"{'1st U-boat Flotilla': ['18 January ', ' 25 February 1940']}",38,1,0
U-64,1939,IXB,Georg-Wilhelm Schulz,0,0,0,0,0,0,0,0,0,0,Sunk,1940-04-13,RN Swordfish,https://en.wikipedia.org/wiki/German_submarine_U-64_(1939),1939-12-16,1,NA,"{'2nd U-boat Flotilla': ['16 December 1939 ', ' 13 April 1940']}",119,1,1
