Name,Year,Type,Notable Commanders,Warships_sunk_n_total_loss_No,Warships_sunk_n_total_loss_Tons-n-GRT,Warships_Damaged_No,Warships_Damaged_Tons-n-GRT,Merchant_Ships_sunk_No,Merchant_Ships_sunk_GRT,Merchant_Ships_damaged_No,Merchant_Ships_damaged_GRT,Merchant_Ships_total_loss_No,Merchant_Ships_total_loss_GRT,Fate_Event,Fate_Date,Notes,URL,Commissioned,Patrols,Wolfpacks,Flotilla,Lifespan,event,notable
U-975,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-975,1943-04-29,1,NA,"{'5th U-boat Flotilla': ['29 April 1943 ', ' 1 January 1944'], '3rd U-boat Flotilla': ['1 January ', ' 1 July 1944'], '23rd U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 8 May 1945']}",741,1,0
U-976,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-03-25,RAF Mosquito,https://en.wikipedia.org/wiki/German_submarine_U-976,1943-05-05,2,"{'Coronel 1': ['14', '17 December 1943'], 'Amrum': ['18', '23 December 1943'], 'Rügen 4': ['23', '28 December 1943'], 'Rügen 6': ['28 December 1943', '2 January 1944'], 'Rügen 5': ['2', '7 January 1944'], 'Rügen': ['7', '26 January 1944']}","{'5th U-boat Flotilla': ['5 May ', ' 31 October 1943'], '7th U-boat Flotilla': ['1 November 1943 ', ' 25 March 1944']}",325,1,0
U-977,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-08-17,"Mar del Plata, Argentina",https://en.wikipedia.org/wiki/German_submarine_U-977,1943-05-06,1,NA,"{'5th U-boat Flotilla': ['6 May ', ' 30 September 1943'], '21st U-boat Flotilla': ['1 October 1943', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 8 May 1945']}",834,1,0
U-978,1943,VIIC,Günther Pulst,0,0,0,0,0,0,0,0,1,7176,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-978,1943-05-12,2,NA,"{'5th U-boat Flotilla': ['12 May 1943 ', ' 31 July 1944'], '3rd U-boat Flotilla': ['1 August ', ' 4 September 1944'], '11th U-boat Flotilla': ['5 September 1944 ', ' 8 May 1945']}",728,1,1
U-979,1943,VIIC,NA,1,348,1,5969,0,0,1,6386,0,0,Scuttled,1945-05-24,NA,https://en.wikipedia.org/wiki/German_submarine_U-979,1943-05-20,3,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991'], 'Sharpe, Peter': ['1998']}","{'5th U-boat Flotilla': ['20 May 1943 ', ' 31 July 1944'], '9th U-boat Flotilla': ['1 August ', ' 14 October 1944'], '11th U-boat Flotilla': ['15 October 1944 ', ' 24 May 1945']}",735,1,0
U-980,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-06-11,RCAF Catalina,https://en.wikipedia.org/wiki/German_submarine_U-980,1943-05-27,1,NA,"{'5th U-boat Flotilla': ['27 May 1943 ', ' 31 May 1944'], '7th U-boat Flotilla': ['1 ', ' 11 June 1944']}",381,1,0
U-981,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-08-12,RAF Halifax,https://en.wikipedia.org/wiki/German_submarine_U-981,1943-06-03,3,"{'Coronel 1': ['14', '17 December 1943'], 'Sylt': ['18', '23 December 1943'], 'Rügen 1': ['23', '28 December 1943'], 'Rügen 2': ['28 December 1943', '7 January 1944'], 'Rügen': ['7', '26 January 1944']}","{'5th U-boat Flotilla': ['3 June ', ' 30 November 1943'], '6th U-boat Flotilla': ['1 December 1943 ', ' 12 August 1944']}",436,1,0
U-982,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-04-09,Air raid,https://en.wikipedia.org/wiki/German_submarine_U-982,1943-06-10,1,NA,"{'5th U-boat Flotilla': ['10 June 1943 ', ' 31 January 1944'], '6th U-boat Flotilla': ['1 February ', ' 1 July 1944'], '24th U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 9 April 1945']}",669,1,0
U-983,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1943-09-08,Collision with U-988,https://en.wikipedia.org/wiki/German_submarine_U-983,1943-06-16,0,NA,"{'5th U-boat Flotilla': ['16 June ', ' 8 September 1943']}",84,1,0
U-984,1943,VIIC,Heinz Sieder,1,1300,0,0,0,0,1,7240,3,21550,Sunk,NA,NA,https://en.wikipedia.org/wiki/German_submarine_U-984,1943-06-17,5,"{'Rügen': ['14', '26 January 1944'], 'Stürmer': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Dragoner': ['22', '27 May 1944']}","{'5th U-boat Flotilla': ['17 June 1943 ', ' 31 July 1944'], '9th U-boat Flotilla': ['1 ', ' 2 August 1944']}",NA,1,1
U-985,1943,VIIC,NA,0,0,0,0,1,1735,0,0,0,0,Stricken,1944-11-15,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-985,1943-06-24,3,"{'Stürmer': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Hai 1': ['17', '22 February 1944'], 'Preussen': ['22 February', '10 March 1944']}","{'5th U-boat Flotilla': ['24 June ', ' 31 December 1943'], '7th U-boat Flotilla': ['1 January ', ' 15 November 1944']}",510,0,0
U-986,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Missing,1944-04-10,NA,https://en.wikipedia.org/wiki/German_submarine_U-986,1943-07-01,1,"{'Preussen': ['2', '22 March 1944']}","{'5th U-boat Flotilla': ['1 July 1943 ', ' 29 February 1944'], '6th U-boat Flotilla': ['1 March ', ' 10 April 1944']}",284,1,0
U-987,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-06-15,British sub HMS Satyr,https://en.wikipedia.org/wiki/German_submarine_U-987,1943-07-08,1,"{'Trutz': ['2', '15 June 1944']}","{'5th U-boat Flotilla': ['8 July 1943 ', ' 29 February 1944'], '1st U-boat Flotilla': ['1 March ', ' 31 May 1944'], '11th U-boat Flotilla': ['1 ', ' 15 June 1944']}",343,1,0
U-988,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-06-22,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-988,1943-07-15,1,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991'], 'Kemp, Paul': ['1997'], 'Sharpe, Peter': ['1998']}","{'5th U-boat Flotilla': ['15 July 1943 ', ' 31 May 1944'], '7th U-boat Flotilla': ['1 ', ' 22 June 1944']}",343,1,0
U-989,1943,VIIC,NA,0,0,0,0,1,1791,1,7176,0,0,Sunk,1945-02-14,"HMS Bayntun, HMS Braithwaite, HMS Loch Eck and HMS Loch Dunvegan",https://en.wikipedia.org/wiki/German_submarine_U-989,1943-07-22,5,"{'Stürmer': ['26 January', '3 February 1944'], 'Igel 1': ['3', '17 February 1944'], 'Hai 1': ['17', '22 February 1944']}","{'5th U-boat Flotilla': ['22 July 1943 ', ' 31 January 1944'], '9th U-boat Flotilla': ['1 February ', ' 30 September 1944'], '33rd U-boat Flotilla': ['1 October 1944 ', ' 14 February 1945']}",573,1,0
U-990,1943,VIIC,NA,1,1920,0,0,0,0,0,0,0,0,Sunk,1944-05-25,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-990,1943-07-28,4,"{'Werwolf': ['28 January', '27 February 1944'], 'Orkan': ['5', '10 March 1944'], 'Hammer': ['10', '26 March 1944'], 'Blitz': ['2', '4 April 1944']}","{'5th U-boat Flotilla': ['28 July ', ' 31 December 1943'], '11th U-boat Flotilla': ['1 January ', ' 25 May 1944']}",302,1,0
U-991,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-991,1943-07-29,1,NA,"{'5th U-boat Flotilla': ['29 July 1943 ', ' 31 August 1944'], '11th U-boat Flotilla': ['1 September 1944 ', ' 8 May 1945']}",650,1,0
U-992,1943,VIIC,NA,1,1060,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-992,1943-08-02,8,"{'Trutz': ['1 June', '10 July 1944'], 'Dachs': ['1', '5 September 1944'], 'Zorn': ['28 September', '1 October 1944'], 'Grimm': ['1', '2 October 1944'], 'Panther': ['20 October', '9 November 1944'], 'Stier': ['5', '7 December 1944'], 'Hagen': ['17', '21 March 1945']}","{'5th U-boat Flotilla': ['2 August 1943 ', ' 29 February 1944'], '3rd U-boat Flotilla': ['1 March ', ' 31 May 1944'], '11th U-boat Flotilla': ['1 June ', ' 30 September 1944'], '13th U-boat Flotilla': ['1 October 1944 ', ' 8 May 1945']}",646,1,0
U-993,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-10-04,Air raid,https://en.wikipedia.org/wiki/German_submarine_U-993,1943-08-19,3,NA,"{'5th U-boat Flotilla': ['19 August 1943 ', ' 29 February 1944'], '3rd U-boat Flotilla': ['1 March ', ' 4 October 1944']}",412,1,0
U-994,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-994,1943-09-02,1,NA,"{'5th U-boat Flotilla': ['6 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 June ', ' 5 July 1944'], '11th U-boat Flotilla': ['1 August ', ' 4 November 1944'], '13th U-boat Flotilla': ['5 November 1944 ', ' 8 May 1945']}",615,1,0
U-995,1943,VIIC/41,Hans-Georg Hess,2,738,0,0,3,1560,0,0,1,7176,Surrendered,1945-05-09,"Renamed HNoMS Kaura (Royal Norwegian Navy), then museum ship",https://en.wikipedia.org/wiki/German_submarine_U-995,1943-09-16,9,"{'Dachs': ['1', '5 September 1944'], 'Zorn': ['26 September', '1 October 1944'], 'Panther': ['16 October', '10 November 1944'], 'Stier': ['11 December 1944', '6 January 1945'], 'Hagen': ['17', '21 March 1945']}","{'5th U-boat Flotilla': ['16 September 1943 ', ' 31 May 1944'], '13th U-boat Flotilla': ['1 June 1944 ', ' 28 February 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}",601,1,1
U-997,1943,VIIC/41,Hans Lehmann,1,105,0,0,1,1603,1,4287,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-997,1943-09-23,7,"{'Grimm': ['13 September', '1 October 1944'], 'Trutz': ['17 August', '1 September 1944'], 'Regenschirm': ['14', '16 October 1944'], 'Panther': ['16 October', '8 November 1944'], 'Stier': ['21 November', '25 December 1944'], 'Hagen': ['15', '21 March 1945']}","{'5th U-boat Flotilla': ['23 September 1943 ', ' 30 April 1944'], '9th U-boat Flotilla': ['1 ', ' 31 May 1944'], '13th U-boat Flotilla': ['1 June 1944 ', ' 1 March 1945'], '14th U-boat Flotilla': ['1 March ', ' 8 May 1945']}",594,1,1
U-998,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scrapped,NA,Depth charge damage,https://en.wikipedia.org/wiki/German_submarine_U-998,1943-10-07,1,NA,"{'5th U-boat Flotilla': ['7 October 1943 ', ' 27 June 1944']}",NA,0,0
U-999,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-999,1943-10-21,1,NA,"{'5th U-boat Flotilla': ['21 October 1943 ', ' 31 May 1944'], '6th U-boat Flotilla': ['1 ', ' 30 June 1944'], '24th U-boat Flotilla': ['1 July 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 5 May 1945']}",562,1,0
U-1000,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scrapped,NA,Mine damage,https://en.wikipedia.org/wiki/German_submarine_U-1000,1943-11-04,1,NA,"{'31st U-boat Flotilla': ['4 November 1943 ', ' 31 July 1944'], '8th U-boat Flotilla': ['1 August ', ' 29 September 1944']}",NA,0,0
U-1001,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-04-08,HMS Fitzroy and HMS Byron,https://en.wikipedia.org/wiki/German_submarine_U-1001,1943-11-18,6,NA,"{'31st U-boat Flotilla': ['18 November 1943 ', ' 31 July 1944'], '8th U-boat Flotilla': ['1 August 1944 ', ' 15 February 1945'], '5th U-boat Flotilla': ['16 February ', ' 8 April 1945']}",507,1,0
U-1002,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1002,1943-11-30,1,NA,"{'31st U-boat Flotilla': ['30 November 1943 ', ' 28 February 1945'], '11th U-boat Flotilla': ['1 March ', ' 8 May 1945']}",526,1,0
U-1003,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-03-23,HMCS New Glasgow,https://en.wikipedia.org/wiki/German_submarine_U-1003,1943-12-09,2,NA,"{'31st U-boat Flotilla': ['9 December 1943 ', ' 31 August 1944'], '11th U-boat Flotilla': ['1 September 1944 ', ' 23 March 1945']}",470,1,0
U-1004,1943,VIIC/41,NA,1,980,0,0,1,1313,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1004,1943-12-16,2,NA,"{'31st U-boat Flotilla': ['16 December 1943 ', ' 31 July 1944'], '7th U-boat Flotilla': ['1 August ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 8 May 1945']}",510,1,0
U-1005,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-14,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1005,1943-12-30,2,NA,"{'31st U-boat Flotilla': ['30 December 1943 ', ' 31 January 1945'], '11th U-boat Flotilla': ['1 February ', ' 8 May 1945']}",501,1,0
U-1006,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-10-16,HMCS Annan,https://en.wikipedia.org/wiki/German_submarine_U-1006,1944-01-11,1,NA,"{'31st U-boat Flotilla': ['11 January ', ' 31 August 1944'], '11th U-boat Flotilla': ['1 September ', ' 16 October 1944']}",279,1,0
U-1007,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-02,RAF Typhoon,https://en.wikipedia.org/wiki/German_submarine_U-1007,1944-01-18,1,NA,"{'31st U-boat Flotilla': ['1 March ', ' 2 May 1945'], '1st U-boat Flotilla': ['1 June ', ' 31 July 1944'], '24th U-boat Flotilla': ['1 August 1944 ', ' 28 February 1945']}",470,1,0
U-1008,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-06,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-1008,1944-02-01,0,NA,"{'31st U-boat Flotilla': ['1 February ', ' 31 October 1944'], '24th U-boat Flotilla': ['1 November 1944 ', ' 31 January 1945'], '18th U-boat Flotilla': ['1 ', ' 28 February 1945'], '5th U-boat Flotilla': ['1 March ', ' 6 May 1945']}",460,1,0
U-1009,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-10,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1009,1944-02-10,2,NA,"{'31st U-boat Flotilla': ['10 February ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 8 May 1945']}",455,1,0
U-1010,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-14,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1010,1944-02-22,1,NA,"{'31st U-boat Flotilla': ['22 February 1944 ', ' 1 April 1945'], '11th U-boat Flotilla': ['1 April ', ' 8 May 1945']}",447,1,0
U-1013,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-03-17,Collision with U-286,https://en.wikipedia.org/wiki/German_submarine_U-1013,1944-03-02,0,NA,"{'31st U-boat Flotilla': ['2 ', ' 17 March 1944']}",15,1,0
U-1014,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-02-04,"HMS Loch Scavaig, HMS Nyasaland, HMS Papua & HMS Loch Shin",https://en.wikipedia.org/wiki/German_submarine_U-1014,1944-03-14,1,NA,"{'31st U-boat Flotilla': ['14 March ', ' 31 December 1944'], '11th U-boat Flotilla': ['1 January ', ' 4 February 1945']}",327,1,0
U-1015,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-05-19,Collision with U-1014,https://en.wikipedia.org/wiki/German_submarine_U-1015,1944-03-23,0,NA,"{'31st U-boat Flotilla': ['23 March ', ' 19 May 1944']}",57,1,0
U-1016,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-1016,1944-04-04,0,NA,"{'31st U-boat Flotilla': ['4 April 1944 ', ' 5 May 1945']}",396,1,0
U-1017,1944,VIIC/41,NA,0,0,0,0,2,10604,0,0,0,0,Sunk,1945-04-29,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-1017,1944-04-13,2,NA,"{'31st U-boat Flotilla': ['13 April ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 29 April 1945']}",381,1,0
U-1018,1944,VIIC/41,NA,0,0,0,0,1,1317,0,0,0,0,Sunk,1945-02-27,HMS Loch Fada,https://en.wikipedia.org/wiki/German_submarine_U-1018,1944-04-24,1,NA,"{'31st U-boat Flotilla': ['24 April ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 27 February 1945']}",309,1,0
U-1019,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1019,1944-05-04,1,NA,"{'31st U-boat Flotilla': ['4 May ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 8 May 1945']}",370,1,0
U-1020,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-01-09,Struck a mine,https://en.wikipedia.org/wiki/German_submarine_U-1020,1944-05-17,1,NA,"{'31st U-boat Flotilla': ['17 May ', ' 13 November 1944'], '11th U-boat Flotilla': ['14 November 1944 ', ' 9 January 1945']}",237,1,0
U-1021,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-03-14,HMS Apollo minefield,https://en.wikipedia.org/wiki/German_submarine_U-1021,1944-05-25,1,NA,"{'31st U-boat Flotilla': ['25 May ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 14 March 1945']}",293,1,0
U-1022,1944,VIIC/41,NA,1,328,0,0,1,1392,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1022,1944-06-07,1,NA,"{'31st U-boat Flotilla[1]': ['7 June 1944 ', ' 31 January 1945'], '11th U-boat Flotilla[1]': ['1 February ', ' 8 May 1945']}",336,1,0
U-1023,1944,VIIC/41,Heinrich Schroeteler,1,335,0,0,0,0,1,7345,0,0,Surrendered,1945-05-10,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1023,1944-06-15,1,NA,"{'31st U-boat Flotilla[1]': ['15 June 1944 ', ' 28 February 1945'], '11th U-boat Flotilla[1]': ['1 March ', ' 8 May 1945']}",329,1,1
U-1024,1944,VIIC/41,NA,0,0,0,0,0,0,1,7200,1,7176,Captured,1945-04-12,HMS Loch Glendhu & HMS Loch More,https://en.wikipedia.org/wiki/German_submarine_U-1024,1944-06-28,1,NA,"{'31st U-boat Flotilla': ['28 June 1944 ', ' 31 January 1945'], '11th U-boat Flotilla': ['1 February ', ' 12 April 1945']}",288,1,0
U-1025,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-1025,1945-04-12,0,NA,"{'4th U-boat Flotilla': ['12 April ', ' 5 May 1945']}",23,1,0
U-1051,1944,VIIC,NA,1,1300,0,0,1,1152,0,0,0,0,Sunk,1945-01-26,"HMS Aylmer, HMS Calder, HMS Bentinck, HMS Manners",https://en.wikipedia.org/wiki/German_submarine_U-1051,1944-03-04,1,"{'Busch, Rainer; Röll, Hans-Joachim': ['1999'], 'Gröner, Erich; Jung, Dieter; Maass, Martin': ['1991'], 'Sharpe, Peter': ['1998']}","{'5th U-boat Flotilla': ['4 March ', ' 31 December 1944'], '11th U-boat Flotilla': ['1 ', ' 26 January 1945']}",328,1,0
U-1052,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1052,1944-01-20,0,NA,"{'5th U-boat Flotilla': ['20 January ', ' 4 July 1944']}",475,1,0
U-1053,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-02-15,Diving accident,https://en.wikipedia.org/wiki/German_submarine_U-1053,1944-02-12,1,NA,"{'5th U-boat Flotilla': ['12 February ', ' 31 October 1944'], '11th U-boat Flotilla': ['1 November 1944 ', ' 15 February 1945']}",369,1,0
U-1054,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Stricken,1944-09-16,Collision with German ferry,https://en.wikipedia.org/wiki/German_submarine_U-1054,1944-03-25,0,NA,"{'5th U-boat Flotilla': ['25 March ', ' 16 September 1944']}",175,0,0
U-1055,1944,VIIC,NA,0,0,0,0,4,19413,0,0,0,0,Missing,1945-04-23,NA,https://en.wikipedia.org/wiki/German_submarine_U-1055,1944-04-08,2,NA,"{'5th U-boat Flotilla': ['8 April ', ' 30 November 1944'], '11th U-boat Flotilla': ['1 December 1944 ', ' 23 April 1945']}",380,1,0
U-1056,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-1056,1944-04-29,0,NA,"{'5th U-boat Flotilla': ['29 April 1944 ', ' 5 May 1945']}",371,1,0
U-1057,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Renamed S-81 Soviet Navy,https://en.wikipedia.org/wiki/German_submarine_U-1057,1944-05-20,1,NA,"{'5th U-boat Flotilla': ['20 May 1944 ', ' 8 May 1945']}",354,1,0
U-1058,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-10,Renamed S-82 Soviet Navy,https://en.wikipedia.org/wiki/German_submarine_U-1058,1944-06-10,2,NA,"{'5th U-boat Flotilla': ['10 June ', ' 31 December 1944'], '11th U-boat Flotilla': ['1 January ', ' 8 May 1945']}",334,1,0
U-1059,1943,VIIF,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-03-19,Supply boat. USN aircraft,https://en.wikipedia.org/wiki/German_submarine_U-1059,1943-05-01,1,NA,"{'5th U-boat Flotilla': ['1 May ', ' 31 December 1943'], '12th U-boat Flotilla': ['1 January ', ' 19 March 1944']}",323,1,0
U-1060,1943,VIIF,NA,0,0,0,0,0,0,0,0,0,0,Grounded,1944-10-27,Supply boat. RAF & Czech aircraft,https://en.wikipedia.org/wiki/German_submarine_U-1060,1943-05-15,6,NA,"{'5th U-boat Flotilla': ['15 May 1943 ', ' 27 October 1944']}",531,0,0
U-1061,1943,VIIF,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Supply boat. Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1061,1943-08-25,5,NA,"{'5th U-boat Flotilla': ['1 November 1944 ', ' 8 May 1945'], '12th U-boat Flotilla': ['1 May ', ' 31 October 1944']}",623,1,0
U-1062,1943,VIIF,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1944-09-30,USS Fessenden,https://en.wikipedia.org/wiki/German_submarine_U-1062,1943-06-19,2,NA,"{'5th U-boat Flotilla': ['19 June ', ' 31 December 1943'], '12th U-boat Flotilla': ['1 January ', ' 30 September 1944']}",469,1,0
U-1063,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-04-15,HMS Loch Killin,https://en.wikipedia.org/wiki/German_submarine_U-1063,1944-07-08,1,NA,"{'5th U-boat Flotilla': ['8 July 1944 ', ' 28 February 1945'], '11th U-boat Flotilla': ['1 March ', ' 15 April 1945']}",281,1,0
U-1064,1944,VIIC/41,NA,0,0,0,0,1,1564,0,0,0,0,Surrendered,1945-05-09,Renamed S-83 Soviet Navy,https://en.wikipedia.org/wiki/German_submarine_U-1064,1944-07-29,1,NA,"{'5th U-boat Flotilla': ['29 July 1944 ', ' 31 January 1945'], '11th U-boat Flotilla': ['1 February ', ' 8 May 1945']}",284,1,0
U-1065,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-04-09,RAF Mosquito,https://en.wikipedia.org/wiki/German_submarine_U-1065,1944-09-23,1,NA,"{'5th U-boat Flotilla': ['23 September 1944 ', ' 9 April 1945']}",198,1,0
U-1101,1943,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Scuttled,1945-05-05,NA,https://en.wikipedia.org/wiki/German_submarine_U-1101,1943-11-10,0,NA,"{'22nd U-boat Flotilla': ['10 November 1943 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 5 May 1945']}",542,1,0
U-1102,1944,VIIC,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-13,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1102,1944-02-22,0,NA,"{'8th U-boat Flotilla': ['22 February ', ' 12 May 1944']}",446,1,0
U-1103,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-05,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1103,1944-01-08,0,NA,"{'8th U-boat Flotilla': ['8 January ', ' 1 September 1944'], '22nd U-boat Flotilla': ['1 September 1944 ', ' 28 February 1945'], '31st U-boat Flotilla': ['1 March ', ' 5 May 1945']}",483,1,0
U-1104,1943,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Surrendered,1945-05-09,Operation Deadlight,https://en.wikipedia.org/wiki/German_submarine_U-1104,1944-03-15,1,NA,"{'8th U-boat Flotilla': ['15 March 1944 ', ' 31 January 1945'], '11th U-boat Flotilla': ['1 February ', ' 8 May 1945']}",420,1,0
U-1105,1944,VIIC/41,NA,1,1300,0,0,0,0,0,0,0,0,Surrendered,1945-05-10,Transferred to Royal Navy,https://en.wikipedia.org/wiki/German_submarine_U-1105,1944-06-03,1,NA,"{'8th U-boat Flotilla': ['3 June 1944 ', ' 15 February 1945'], '5th U-boat Flotilla': ['16 February ', ' 8 May 1945']}",341,1,0
U-1106,1944,VIIC/41,NA,0,0,0,0,0,0,0,0,0,0,Sunk,1945-03-29,RAF Liberator,https://en.wikipedia.org/wiki/German_submarine_U-1106,1944-07-05,1,NA,"{'8th U-boat Flotilla': ['5 July 1944 ', ' 15 February 1945'], '33rd U-boat Flotilla': ['16 February ', ' 29 March 1945']}",267,1,0
U-1107,1944,VIIC/41,NA,0,0,0,0,2,15209,0,0,0,0,Sunk,1945-04-30,US Liberator,https://en.wikipedia.org/wiki/German_submarine_U-1107,1944-08-08,1,NA,"{'8th U-boat Flotilla': ['8 August 1944 ', ' 15 February 1945'], '11th U-boat Flotilla': ['16 February ', ' 30 April 1945']}",265,1,0
